,target_user_id,twitter_handle,fib_index,total_reshares,Source,Type,Domain,Rating,Score,Country,Language,followers
122,1160595663580618758,nama_wz,11.0,3874.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7975.0
123,1161261376846946305,Babygravy9,11.0,603.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,202448.0
124,1161862918347972608,chen88888899,12.0,809.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13130.0
125,11622712,JDRucker,NaN,NaN,https://twitter.com/jdrucker,TWITTER,americafirstreport.com,N,20.0,US,en,115531.0
126,116384038,pepesgrandma,28.0,4760.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78584.0
127,1163992520252153857,mikepompeo,38.0,18503.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1577477.0
128,1164955068837195776,YaochensClub_TH,15.0,737.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12029.0
129,1169793310241755137,Apex_WW,15.0,743.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53232.0
130,1171110583413772288,NineOfficial_TH,16.0,915.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28643.0
131,1175422255662153728,EntTofu,31.0,7498.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,828.0
132,117648019,ALEGRA1988,18.0,4181.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6895.0
133,1177386633764790273,TTAVOfficial,NaN,NaN,https://twitter.com/TTAVOfficial,TWITTER,thetruthaboutvaccines.com,N,12.5,US,en,30390.0
134,117810351,WSWS_Updates,NaN,NaN,https://twitter.com/WSWS_Updates,TWITTER,wsws.org,N,7.5,US,en,48088.0
135,1178805312679071745,Doctor_I_am_The,19.0,1285.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,128538.0
136,1180820863798562817,lovely__dollS2,12.0,589.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8455.0
137,1180955037301915649,kacdnp91,12.0,1067.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106238.0
138,1181334463550283777,MiMighty,NaN,NaN,https://twitter.com/MiMighty,TWITTER,mightymichigan.com,N,39.5,US,en,118.0
139,1182332284403376128,TheFirstonTV,NaN,NaN,https://twitter.com/TheFirstonTV,TWITTER,thefirsttv.com,N,52.0,US,en,81492.0
140,1182375584229249024,PoliTribune,NaN,NaN,https://twitter.com/PoliTribune/,TWITTER,polinews.org,N,49.5,US,en,5881.0
141,1182558433796448256,xrenaur,15.0,573.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13608.0
142,1184647108290170880,Zoogerdee2024,17.0,763.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13006.0
143,1186797952729341958,ConservativeAd5,13.0,1005.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4647.0
144,1188084175628197889,WZCOrangeGarden,13.0,478.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5368.0
145,118845216,SheriffClarke,33.0,10467.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,858337.0
146,1192856031069528064,MagaVoter,NaN,NaN,https://twitter.com/MAGAVoter,TWITTER,magavoter.com,N,47.0,US,en,6.0
147,1193823126309818368,TonyClimate,39.0,7782.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67485.0
148,1194770389634895873,BonginoReport,243.0,205742.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,501690.0
149,1196113311596572672,daywithshua,44.0,20732.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35937.0
150,1198616515488169985,TheTentacle1,NaN,NaN,https://twitter.com/TheTentacle1,TWITTER,thetentacle.com,N,25.0,US,en,123.0
151,1199400063086272513,LancasterCouri1,NaN,NaN,https://www.twitter.com/lancastercouri1,TWITTER,lancastercourier.com,N,52.5,US,en,25.0
152,1199556767308337152,maapaadubu,26.0,3725.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6907.0
153,1201670995435646976,laurenboebert,15.0,76566.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3253738.0
154,1201953403099893760,RonnyJacksonTX,12.0,14415.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,711137.0
